patch_id,zone,median_height,centroid_x,centroid_y,bounds,crs,height_bin,spatial_cluster,split
zone2_01943,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_86,train
zone1_02138,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_40,val
zone1_02243,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_40,val
zone2_00909,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_86,train
zone2_00118,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_86,train
zone1_01454,zone1,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_40,val
zone1_01398,zone1,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_40,val
zone2_03629,zone2,9.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_86,train
zone2_03422,zone2,5.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_86,train
zone2_00564,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_86,train
zone1_00467,zone1,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_40,val
zone1_01853,zone1,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_40,val
zone2_00206,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_86,train
zone2_03167,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_87,val
zone2_00602,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_87,val
zone2_00061,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_87,val
zone1_02294,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_40,val
zone2_01792,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_87,val
zone1_01861,zone1,16.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,15-20m,zone1_40,val
zone2_05161,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_87,val
zone2_04460,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_87,val
zone2_04838,zone2,5.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_87,val
zone2_02633,zone2,18.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,15-20m,zone2_87,val
zone2_04576,zone2,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_87,val
zone2_01753,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_87,val
zone2_02046,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_87,val
zone1_02303,zone1,7.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_40,val
zone1_02082,zone1,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_40,val
zone1_01247,zone1,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_40,val
zone2_02302,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_87,val
zone2_03163,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_87,val
zone2_03484,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_87,val
zone2_02802,zone2,11.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,10-15m,zone2_87,val
zone1_00000,zone1,1.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_40,val
zone2_02955,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_87,val
zone2_03492,zone2,18.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,15-20m,zone2_87,val
zone1_00146,zone1,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_40,val
zone2_05070,zone2,15.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,15-20m,zone2_87,val
zone2_02152,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_87,val
zone2_00467,zone2,5.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_87,val
zone1_00072,zone1,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_40,val
zone2_03768,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_87,val
zone2_03865,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone2_01788,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone2_01729,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone1_01831,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_40,val
zone2_04575,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone2_05122,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone1_01835,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_40,val
zone1_02347,zone1,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_40,val
zone2_00414,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone2_00642,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone2_03778,zone2,15.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,15-20m,zone2_88,train
zone2_03994,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone2_03014,zone2,13.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,10-15m,zone2_88,train
zone1_01550,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_40,val
zone2_00257,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone2_02313,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone2_05362,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone1_02076,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_40,val
zone1_00206,zone1,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_41,train
zone1_01139,zone1,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_41,train
zone2_01714,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone1_00986,zone1,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_41,train
zone2_03135,zone2,17.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,15-20m,zone2_88,train
zone2_00752,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone2_04084,zone2,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_88,train
zone2_01826,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone2_02755,zone2,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_88,train
zone1_01922,zone1,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_41,train
zone2_01379,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone2_02104,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_88,train
zone2_00158,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone1_00047,zone1,5.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_41,train
zone2_03762,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone2_02967,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone2_00567,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone2_01228,zone2,5.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_89,train
zone1_01576,zone1,13.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,10-15m,zone1_41,train
zone2_00150,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone2_00241,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone1_01416,zone1,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_41,train
zone2_00619,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone2_04106,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone2_01675,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone2_04245,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone1_00390,zone1,16.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,15-20m,zone1_41,train
zone2_02095,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone2_02222,zone2,12.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,10-15m,zone2_89,train
zone1_02126,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_41,train
zone1_01385,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_41,train
zone2_00266,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone1_00917,zone1,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_41,train
zone1_02314,zone1,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_41,train
zone2_02654,zone2,9.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_89,train
zone2_01879,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone2_00810,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone1_01287,zone1,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_41,train
zone2_00782,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone2_02766,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone2_02145,zone2,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_89,train
zone2_01465,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_89,train
zone2_05331,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone1_01684,zone1,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_41,train
zone2_02329,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone1_01999,zone1,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_41,train
zone1_01978,zone1,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_41,train
zone2_01279,zone2,16.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,15-20m,zone2_90,val
zone2_00715,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone2_01036,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone2_00572,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone2_04826,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone2_00026,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone1_00742,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_41,train
zone2_00999,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone1_02330,zone1,6.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_41,train
zone2_00958,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone2_02081,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone2_04335,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone2_01713,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone1_00652,zone1,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_41,train
zone1_00240,zone1,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_41,train
zone2_05228,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone1_00463,zone1,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_41,train
zone2_01524,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone2_02806,zone2,9.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_90,val
zone1_01727,zone1,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_42,val
zone1_01958,zone1,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_42,val
zone2_02944,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone2_01353,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone2_01892,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone2_03944,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone1_01641,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_42,val
zone2_03341,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_90,val
zone2_04646,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone2_00449,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone2_01899,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone1_00380,zone1,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_42,val
zone2_02282,zone2,11.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,10-15m,zone2_91,train
zone2_00069,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone2_04930,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone2_01171,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone2_02272,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone1_00698,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_42,val
zone2_04850,zone2,5.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_91,train
zone2_02107,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone2_01982,zone2,7.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_91,train
zone2_04609,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone2_00460,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone1_00389,zone1,11.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,10-15m,zone1_42,val
zone2_00416,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone1_01744,zone1,14.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,10-15m,zone1_42,val
zone1_01280,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_42,val
zone2_00295,zone2,6.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_91,train
zone2_01529,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone1_01190,zone1,7.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_42,val
zone2_00372,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone2_02873,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone1_00408,zone1,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_42,val
zone2_04024,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone2_01435,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_91,train
zone2_02863,zone2,12.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,10-15m,zone2_91,train
zone1_01212,zone1,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_42,val
zone2_01451,zone2,16.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,15-20m,zone2_92,train
zone1_00946,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_42,val
zone2_04642,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_92,train
zone1_01048,zone1,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_42,val
zone2_03843,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_92,train
zone2_05269,zone2,7.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_92,train
zone2_04431,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_92,train
zone1_00368,zone1,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_42,val
zone1_00610,zone1,16.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,15-20m,zone1_42,val
zone1_02023,zone1,6.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_42,val
zone2_00263,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_92,train
zone2_02383,zone2,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_92,train
zone1_00452,zone1,12.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,10-15m,zone1_42,val
zone1_00364,zone1,6.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_42,val
zone2_00573,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_92,train
zone2_02193,zone2,7.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_92,train
zone1_00011,zone1,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_42,val
zone1_00960,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_42,val
zone1_01354,zone1,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_42,val
zone2_04290,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_92,train
zone2_00341,zone2,1.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_92,train
zone2_01333,zone2,4.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_92,train
zone2_01566,zone2,5.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_92,train
zone1_02245,zone1,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_43,test
zone1_00161,zone1,2.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone1_43,test
zone2_04937,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_92,train
zone2_03338,zone2,3.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,0-5m,zone2_92,train
zone1_01678,zone1,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_43,test
zone1_01466,zone1,9.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone1_43,test
zone2_02340,zone2,8.0,256.0,256.0,"BoundingBox(left=0.0, bottom=0.0, right=512.0, top=512.0)",,5-10m,zone2_92,train
