split,patch_id,median_height,valid_pixels
train,zone2_03359,4.0,85777
train,zone1_00814,8.0,101634
train,zone2_00072,3.0,6086
train,zone2_03215,2.0,1227
train,zone2_03988,6.0,7975
train,zone2_04524,4.0,26442
train,zone2_01294,4.0,33199
train,zone1_01005,8.0,41202
train,zone2_01075,3.0,3474
train,zone2_01585,3.0,1588
train,zone2_02771,4.0,18795
train,zone2_03498,2.0,5323
train,zone2_05066,15.0,19547
train,zone2_02874,4.0,224
train,zone2_01330,5.0,17355
train,zone2_01076,3.0,36085
train,zone1_01271,8.0,968
train,zone1_00760,3.0,10078
train,zone2_03506,5.0,29017
train,zone1_01736,6.0,7382
train,zone2_01952,3.0,12824
train,zone1_01108,8.0,34265
train,zone2_03668,6.0,9670
train,zone2_03001,4.0,2823
train,zone2_04696,3.0,4753
train,zone2_00549,2.0,719
train,zone2_01828,3.0,1205
train,zone1_02310,3.0,49775
train,zone2_01261,4.0,9114
train,zone2_02470,3.0,581
train,zone2_02217,4.0,22849
train,zone2_04271,3.0,9768
train,zone2_04506,4.0,39119
train,zone2_01969,3.0,4926
train,zone2_01937,4.0,16004
train,zone2_02560,10.0,25393
train,zone2_01579,5.0,13324
train,zone1_01712,15.0,106859
train,zone1_00511,2.0,962
train,zone2_00101,2.0,390
train,zone2_03949,4.0,21616
train,zone1_02352,2.0,1842
train,zone1_00423,8.0,1016
train,zone2_03313,2.0,11165
train,zone1_01787,14.0,151
train,zone2_02103,4.0,5301
train,zone2_00272,5.0,10415
train,zone2_04976,4.0,1531
train,zone2_02059,3.0,524
train,zone1_02034,8.0,15067
train,zone2_04788,3.0,5792
train,zone2_00761,5.0,19679
train,zone2_03884,2.0,124
train,zone2_01460,2.0,5976
train,zone1_01399,5.0,819
train,zone2_02751,10.0,145899
train,zone2_02229,4.0,61422
train,zone2_00576,5.0,16442
train,zone1_01174,4.0,39958
train,zone2_04774,4.0,29788
train,zone2_01649,10.0,12881
train,zone2_01768,4.0,16539
train,zone2_00876,3.0,21282
train,zone2_02467,3.0,35666
train,zone2_00553,3.0,5814
train,zone2_02548,2.0,10767
train,zone1_01135,4.0,64806
train,zone2_04474,8.0,154
train,zone1_00700,4.0,9227
train,zone2_03643,4.0,25296
train,zone1_01533,3.0,1284
train,zone2_02419,4.0,19627
train,zone2_05234,14.0,42781
train,zone2_01877,2.0,23495
train,zone1_00588,5.0,12581
train,zone2_02461,6.0,4770
train,zone2_03244,7.0,7296
train,zone2_00303,3.0,15461
train,zone2_02505,3.0,2380
train,zone2_02800,5.0,8863
train,zone2_01866,4.0,5605
train,zone1_02183,3.0,12439
train,zone1_02042,5.0,18846
train,zone1_00844,2.0,2466
train,zone2_03713,3.0,3940
train,zone1_01638,8.0,8911
train,zone1_00470,3.0,2113
train,zone1_01436,8.0,11950
train,zone2_01511,3.0,4747
train,zone1_00451,13.0,108546
train,zone2_04436,8.0,8901
train,zone2_04615,2.0,337
train,zone1_00783,8.0,97172
train,zone1_00138,10.0,7198
train,zone2_02199,3.0,5580
train,zone1_00238,8.0,393
train,zone2_01163,3.0,41647
train,zone1_00056,3.0,13252
train,zone2_04331,2.0,109
train,zone1_01201,3.0,28354
train,zone2_02881,4.0,26671
train,zone1_02204,6.0,73835
train,zone2_03130,9.0,37929
train,zone1_02134,2.0,2705
train,zone2_03342,3.0,7782
train,zone2_04366,3.0,15682
train,zone2_03446,5.0,13138
train,zone2_01255,4.0,15084
train,zone2_03589,2.0,750
train,zone2_02351,3.0,3540
train,zone2_04065,4.0,674
train,zone2_00260,3.0,19816
train,zone2_05034,4.0,22092
train,zone2_02005,8.0,4404
train,zone2_00002,3.0,752
train,zone2_03332,11.0,29672
train,zone2_04365,4.0,14130
train,zone2_00928,5.0,3488
train,zone2_04385,3.0,16673
train,zone2_01338,2.0,688
train,zone1_01101,8.0,103199
train,zone2_03546,8.0,24395
train,zone2_02184,4.0,49025
train,zone2_04104,6.0,1787
train,zone2_01006,3.0,7599
train,zone2_05150,15.0,8014
train,zone2_02966,6.0,8209
train,zone2_01321,3.0,32570
train,zone2_00745,2.0,11693
train,zone2_05025,8.0,456
train,zone2_04895,3.0,6031
train,zone1_00148,8.0,3132
train,zone1_01144,10.0,152356
train,zone2_02821,4.0,2083
train,zone2_04225,3.0,18094
train,zone2_05105,8.0,566
train,zone2_03127,8.0,50893
train,zone2_01107,2.0,6333
train,zone2_04034,3.0,18809
train,zone1_01177,2.0,8754
train,zone2_00827,3.0,80692
train,zone2_00885,4.0,14596
train,zone2_01160,3.0,1221
train,zone2_02337,5.0,19294
train,zone2_01437,3.0,5200
train,zone2_04139,4.0,1087
train,zone2_00308,3.0,25045
train,zone2_01136,15.0,51927
train,zone2_02617,3.0,9267
train,zone2_04552,3.0,3722
train,zone2_00044,2.0,369
train,zone2_03134,17.0,45783
train,zone1_01193,14.0,69544
train,zone2_00160,3.0,3007
train,zone2_02091,3.0,4302
train,zone1_01699,2.0,1819
train,zone1_01487,8.0,73312
train,zone2_04208,5.0,6427
train,zone1_01125,2.0,7210
train,zone1_00184,4.0,15439
train,zone2_02128,5.0,100382
train,zone2_02168,3.0,42670
train,zone1_01441,8.0,7610
train,zone1_01509,10.0,127494
train,zone1_00031,13.0,25654
train,zone2_03440,4.0,22490
train,zone2_04700,14.0,15849
train,zone1_01200,3.0,8127
train,zone2_01350,3.0,927
train,zone2_01263,3.0,29049
train,zone1_01371,8.0,18735
train,zone1_00723,2.0,5093
train,zone2_00474,3.0,5721
train,zone1_01596,4.0,20987
train,zone2_04828,6.0,21508
train,zone2_02498,4.0,7584
train,zone2_05360,8.0,16418
train,zone2_04078,5.0,1926
train,zone1_00001,1.0,666
train,zone2_04252,3.0,5458
train,zone2_01988,5.0,1013
train,zone1_00147,4.0,1477
train,zone2_05130,8.0,549
train,zone2_02543,4.0,36320
train,zone2_02173,8.0,893
train,zone1_00797,3.0,52047
train,zone2_05341,3.0,9084
train,zone2_01319,3.0,25519
train,zone2_01659,3.0,24152
train,zone1_01798,8.0,655
train,zone1_02024,7.0,30041
train,zone1_00717,3.0,14418
train,zone2_04315,4.0,1725
train,zone2_03813,4.0,19163
train,zone2_02882,4.0,38843
train,zone1_01574,14.0,67374
train,zone2_05288,8.0,6966
train,zone1_00327,3.0,21796
train,zone1_01518,8.0,59814
train,zone2_02655,8.0,287
train,zone2_00379,2.0,741
train,zone2_05233,15.0,49477
train,zone2_05351,9.0,6051
train,zone2_04285,3.0,59679
train,zone2_03850,3.0,22307
train,zone2_04248,2.0,2001
train,zone2_03860,3.0,8185
train,zone2_04709,3.0,2183
train,zone1_01593,8.0,14273
train,zone2_04095,4.0,16811
train,zone1_00213,4.0,7518
train,zone2_02204,3.0,1595
train,zone2_01276,16.0,23419
train,zone2_00148,4.0,40009
train,zone1_00878,2.0,26552
train,zone2_05200,15.0,26007
train,zone1_00662,9.0,45594
train,zone2_04578,15.0,23491
train,zone1_02161,2.0,371
train,zone1_00487,13.0,77332
train,zone2_02867,16.0,24843
train,zone2_02683,4.0,17907
train,zone2_00470,3.0,23917
train,zone2_01055,3.0,5710
train,zone2_04071,3.0,1361
train,zone2_03070,8.0,34427
train,zone2_04247,4.0,16914
train,zone2_02529,4.0,15407
train,zone1_01976,4.0,10214
train,zone2_01550,3.0,348
train,zone2_04378,4.0,10592
train,zone2_00816,3.0,11324
train,zone2_04624,8.0,352
train,zone1_01497,3.0,8672
train,zone2_00831,3.0,26352
train,zone1_01070,8.0,14099
train,zone2_03613,3.0,1504
train,zone2_01674,3.0,4667
train,zone1_00633,8.0,66651
train,zone2_00095,3.0,8558
train,zone1_02297,4.0,8467
train,zone2_03409,1.0,6713
train,zone2_02538,2.0,425
train,zone2_03760,3.0,26796
train,zone2_00430,3.0,26297
train,zone2_00605,4.0,6971
train,zone2_04747,3.0,2546
train,zone2_04830,3.0,19339
train,zone1_00022,3.0,13343
train,zone2_05321,3.0,9854
train,zone1_01055,2.0,17724
train,zone2_04911,3.0,2106
train,zone2_04337,2.0,8080
train,zone2_03517,3.0,2720
train,zone2_02333,4.0,27858
train,zone2_01863,2.0,919
train,zone2_04665,9.0,11329
train,zone2_05318,8.0,886
train,zone2_05089,3.0,21212
train,zone1_00400,3.0,1324
train,zone2_03425,3.0,3893
train,zone2_03977,4.0,53868
train,zone2_02990,9.0,11780
train,zone1_00939,11.0,51384
train,zone2_02936,3.0,6375
train,zone1_00177,8.0,3209
train,zone1_01517,8.0,69120
train,zone2_00400,4.0,57570
train,zone2_03567,2.0,2652
train,zone2_01627,3.0,7937
train,zone2_05128,8.0,939
train,zone1_00533,2.0,35688
train,zone2_03036,4.0,61646
train,zone2_03083,17.0,15626
train,zone2_02198,4.0,18293
train,zone2_00465,3.0,30424
train,zone2_05124,3.0,44703
train,zone2_03620,2.0,2046
train,zone2_05056,15.0,15415
train,zone1_00394,5.0,15420
train,zone2_00800,5.0,16774
train,zone2_03005,17.0,104167
train,zone2_02427,2.0,262
train,zone2_02002,5.0,4471
train,zone2_03192,17.0,33523
train,zone1_00067,14.0,87944
train,zone2_04029,5.0,9733
train,zone2_03967,9.0,28486
train,zone1_01578,14.0,36888
train,zone2_04685,3.0,29201
train,zone2_03493,18.0,23673
train,zone1_00281,3.0,99517
train,zone2_04505,4.0,6267
train,zone2_00320,3.0,42957
train,zone1_00686,7.0,3225
train,zone2_05046,1.0,4360
train,zone2_00324,3.0,2460
train,zone2_02413,3.0,10350
train,zone2_04116,4.0,28434
train,zone2_03565,4.0,3589
train,zone2_03671,8.0,4803
train,zone2_04464,3.0,9224
train,zone2_04562,4.0,9302
train,zone1_01930,8.0,16593
train,zone2_00839,5.0,20807
train,zone2_03723,8.0,25906
train,zone2_03053,3.0,1056
train,zone1_01161,3.0,38541
train,zone1_02292,8.0,4324
train,zone1_01660,4.0,2601
train,zone1_02381,9.0,10369
train,zone2_02733,3.0,4205
train,zone2_02843,4.0,52475
train,zone2_03435,3.0,8451
train,zone2_03875,4.0,24148
train,zone1_00601,1.0,987
train,zone2_04503,8.0,39904
train,zone2_04014,4.0,69925
train,zone2_03839,2.0,3258
train,zone2_02578,17.0,96072
train,zone1_00523,3.0,11963
train,zone1_00176,8.0,662
train,zone2_01117,3.0,1248
train,zone1_00091,3.0,37286
train,zone2_02202,2.0,2300
train,zone2_04462,5.0,30970
train,zone2_03459,4.0,4775
train,zone2_01216,3.0,5744
train,zone2_05117,1.0,2640
train,zone2_04350,4.0,46663
train,zone2_04675,3.0,10343
train,zone2_04471,5.0,34791
train,zone2_03185,6.0,8291
train,zone2_03372,4.0,9442
train,zone1_02405,2.0,10647
train,zone1_01483,8.0,10341
train,zone2_04607,5.0,22324
train,zone2_00045,3.0,13023
train,zone1_00615,18.0,55752
train,zone1_00866,8.0,1966
train,zone2_01176,3.0,3049
train,zone2_02495,3.0,7850
train,zone2_01533,16.0,24121
train,zone2_03788,7.0,15523
train,zone1_00678,2.0,50642
train,zone2_00886,2.0,241
train,zone2_05284,3.0,2121
train,zone1_02055,4.0,14359
train,zone1_00027,3.0,22784
train,zone2_01644,2.0,6740
train,zone2_00792,3.0,2955
train,zone2_03344,10.0,9176
train,zone1_01445,2.0,1286
train,zone1_01662,10.0,36086
train,zone2_00728,4.0,132
train,zone2_00243,4.0,9386
train,zone2_02641,8.0,8986
train,zone2_05246,3.0,137
train,zone2_00847,3.0,32967
train,zone2_01725,4.0,27070
train,zone1_01496,3.0,26277
train,zone2_00330,3.0,35325
train,zone2_03726,3.0,15970
train,zone2_03844,3.0,80813
train,zone2_05155,15.0,32415
train,zone1_02295,1.0,448
train,zone2_04072,3.0,11510
train,zone1_02135,3.0,37882
train,zone2_03322,3.0,42918
train,zone2_03150,4.0,4374
train,zone2_02291,4.0,27872
train,zone2_00165,3.0,11433
train,zone1_01862,2.0,787
train,zone2_03697,3.0,17545
train,zone2_01059,13.0,17768
train,zone1_01479,5.0,7867
train,zone1_02121,1.0,530
train,zone2_02106,3.0,12540
train,zone1_00175,8.0,341
train,zone2_01861,5.0,8689
train,zone2_01560,4.0,7033
train,zone2_05332,2.0,756
train,zone2_05057,12.0,32240
train,zone2_04744,6.0,1228
train,zone2_03773,2.0,4517
train,zone2_05100,2.0,1121
train,zone2_01317,3.0,2008
train,zone2_01130,5.0,36544
train,zone2_02760,8.0,1140
train,zone2_04922,15.0,6878
train,zone2_01780,4.0,5922
train,zone2_00009,2.0,251
train,zone2_04542,3.0,26404
train,zone1_00574,1.0,1145
train,zone2_03756,2.0,5738
train,zone1_00679,2.0,63381
train,zone1_00978,4.0,12604
train,zone2_03784,3.0,946
train,zone2_02151,4.0,49808
train,zone2_01502,18.0,8698
train,zone2_04197,4.0,9574
train,zone2_00679,2.0,1342
train,zone1_02090,9.0,13661
train,zone2_04359,4.0,31502
train,zone1_01903,3.0,60536
train,zone2_00450,4.0,26310
train,zone2_00458,3.0,5051
train,zone2_04880,8.0,24944
train,zone2_02219,10.0,50575
train,zone1_01498,3.0,3013
train,zone2_00262,3.0,6014
train,zone2_04127,16.0,22238
train,zone1_02210,1.0,409
train,zone2_05208,3.0,132
train,zone2_02871,8.0,21121
train,zone2_00105,2.0,695
train,zone1_00150,4.0,153
train,zone2_05146,16.0,20119
train,zone1_01659,3.0,11234
train,zone2_01299,3.0,422
train,zone2_00571,3.0,10506
train,zone2_01699,3.0,6881
train,zone2_03296,7.0,22936
train,zone2_05169,3.0,24504
train,zone2_03487,3.0,107651
train,zone2_00051,3.0,3420
train,zone1_02206,3.0,23420
train,zone2_04388,3.0,13882
train,zone2_05096,4.0,233
train,zone2_02665,3.0,613
train,zone2_01123,2.0,14971
train,zone1_00445,3.0,2166
train,zone1_02259,2.0,1021
train,zone1_01994,4.0,5220
train,zone2_00650,2.0,2036
train,zone2_02295,5.0,67663
train,zone2_02363,5.0,36652
train,zone2_02215,4.0,34348
train,zone1_01965,4.0,4354
train,zone1_02425,3.0,9996
train,zone2_00747,3.0,4356
train,zone1_01472,2.0,76883
train,zone2_03147,3.0,2294
train,zone1_01786,14.0,51025
train,zone1_00907,8.0,90871
train,zone2_01666,3.0,849
train,zone2_04150,3.0,30887
train,zone2_03412,4.0,2389
train,zone2_00500,3.0,580
train,zone2_03201,5.0,51500
train,zone2_04727,3.0,11759
train,zone1_01492,8.0,123882
train,zone2_02797,4.0,59066
train,zone2_01033,4.0,7413
train,zone1_00624,2.0,153514
train,zone2_03330,3.0,4824
train,zone2_04674,4.0,3626
train,zone2_04027,3.0,28142
train,zone2_05040,4.0,2731
train,zone2_00771,3.0,27245
train,zone2_01224,4.0,39659
train,zone2_04363,3.0,9025
train,zone2_03837,2.0,1186
train,zone1_00409,2.0,10992
train,zone2_00365,3.0,3272
train,zone2_00144,3.0,14486
train,zone2_02368,3.0,4839
train,zone2_00247,4.0,22508
train,zone2_01071,3.0,1506
train,zone1_00808,7.0,87391
train,zone2_02689,4.0,26548
train,zone2_00085,3.0,2284
train,zone2_02339,3.0,18438
train,zone2_00119,2.0,311
train,zone2_05050,15.0,69382
train,zone2_02443,5.0,10832
train,zone1_01889,16.0,49146
train,zone2_02823,5.0,9447
train,zone2_03521,3.0,1120
train,zone2_01740,3.0,12717
train,zone2_04109,7.0,2115
train,zone1_02468,2.0,3462
train,zone2_03781,3.0,34273
train,zone2_00410,4.0,16763
train,zone2_01495,17.0,1906
train,zone2_00013,2.0,592
train,zone2_04355,3.0,10064
train,zone2_01398,18.0,18359
train,zone2_04407,3.0,24020
train,zone2_00126,3.0,1064
train,zone2_04890,3.0,15350
train,zone2_00786,2.0,432
train,zone1_00860,8.0,88848
train,zone2_02576,3.0,3531
train,zone2_02129,4.0,65977
train,zone1_02242,8.0,520
train,zone1_02200,2.0,5966
train,zone2_02177,8.0,32760
train,zone2_00020,3.0,26835
train,zone2_01752,2.0,5689
train,zone1_00171,3.0,21738
train,zone2_02572,5.0,38282
train,zone1_00579,7.0,8735
train,zone1_02273,1.0,537
train,zone2_02583,3.0,29313
train,zone2_04590,9.0,136512
train,zone2_00482,3.0,19690
train,zone2_02670,3.0,9938
train,zone2_05336,3.0,15607
train,zone2_04964,15.0,8143
train,zone2_02501,12.0,22632
train,zone2_02020,3.0,32983
train,zone2_04190,2.0,2391
train,zone2_04871,8.0,426
train,zone2_04146,4.0,7575
train,zone1_00640,10.0,25696
train,zone2_02935,8.0,104
train,zone2_03687,3.0,427
train,zone1_01618,3.0,1031
train,zone2_02006,8.0,5773
train,zone2_00325,3.0,1748
train,zone2_00936,2.0,228
train,zone1_00354,3.0,107623
train,zone2_02372,5.0,27650
train,zone1_01187,8.0,10002
train,zone1_00434,4.0,10645
train,zone2_04258,4.0,24864
train,zone1_01465,10.0,105800
train,zone2_01087,3.0,18803
train,zone2_02361,2.0,1371
train,zone2_04405,3.0,1039
train,zone2_00285,3.0,2895
train,zone2_02396,3.0,3105
train,zone2_00427,3.0,2925
train,zone2_04608,3.0,5719
train,zone1_01595,4.0,41937
train,zone2_03896,4.0,2734
train,zone2_00515,3.0,9263
train,zone1_01773,3.0,8402
train,zone2_03942,4.0,9409
train,zone2_02832,4.0,26411
train,zone2_01620,3.0,11319
train,zone1_01669,3.0,14976
train,zone2_01647,9.0,29509
train,zone2_05350,4.0,1007
train,zone1_02355,1.0,284
train,zone1_00288,1.0,8051
train,zone2_02591,8.0,4266
train,zone2_03645,2.0,780
train,zone1_00729,4.0,71268
train,zone2_00283,2.0,708
train,zone2_04633,3.0,4979
train,zone2_03969,3.0,1585
train,zone2_01121,8.0,11399
train,zone2_05080,4.0,26751
train,zone2_02345,4.0,1319
train,zone2_01922,3.0,2235
train,zone2_03752,3.0,60943
train,zone2_04810,15.0,49696
train,zone1_01782,15.0,18837
train,zone2_02037,8.0,305
train,zone2_03336,3.0,7210
train,zone2_01405,3.0,5048
train,zone2_03653,3.0,1660
train,zone2_04873,2.0,2093
train,zone1_00863,8.0,101834
train,zone2_01192,4.0,75738
train,zone2_01412,3.0,13594
train,zone2_02982,5.0,8899
train,zone1_02203,6.0,75347
train,zone1_00685,6.0,3609
train,zone1_00393,9.0,4606
train,zone2_03663,2.0,9496
train,zone2_02644,18.0,48680
train,zone1_01312,8.0,861
train,zone1_00788,8.0,1768
train,zone1_01214,3.0,6538
train,zone2_01394,17.0,86202
train,zone2_03360,4.0,83311
train,zone2_02036,3.0,11364
train,zone1_02083,6.0,538
train,zone1_02106,3.0,9095
train,zone2_05069,14.0,355
train,zone1_02117,2.0,760
train,zone2_02048,5.0,13935
train,zone2_01858,2.0,1585
train,zone2_00939,3.0,1298
train,zone1_01050,4.0,6101
train,zone2_01409,3.0,18094
train,zone1_00464,18.0,33453
train,zone2_00066,3.0,22420
train,zone2_02366,18.0,76286
train,zone2_00476,3.0,36643
train,zone2_02577,17.0,61723
train,zone2_00878,3.0,515
train,zone2_00889,5.0,20791
train,zone1_01417,2.0,31288
train,zone2_02953,8.0,590
train,zone2_03941,3.0,20223
train,zone2_04833,3.0,42417
train,zone2_03171,4.0,5336
train,zone2_02614,5.0,4962
train,zone2_02555,3.0,5808
train,zone1_01202,3.0,36464
train,zone2_00925,4.0,27907
train,zone2_00947,6.0,22078
train,zone2_00202,3.0,10583
train,zone2_04979,10.0,10862
train,zone2_00671,3.0,59125
train,zone1_01431,4.0,51268
train,zone2_01257,3.0,6789
train,zone2_02469,3.0,13964
train,zone2_01742,2.0,3762
train,zone1_02224,3.0,808
train,zone1_01703,3.0,7179
train,zone2_00305,4.0,29500
train,zone2_01976,5.0,7638
train,zone1_00279,3.0,73607
train,zone2_03727,3.0,1486
train,zone1_00753,8.0,2490
train,zone2_04295,3.0,17625
train,zone2_01801,5.0,3497
train,zone1_01301,13.0,23800
train,zone1_00298,3.0,9461
train,zone2_01923,2.0,964
train,zone2_04748,3.0,4331
train,zone2_05036,4.0,11517
train,zone1_02009,3.0,46401
train,zone2_00401,3.0,19919
train,zone1_00208,17.0,8868
train,zone2_05348,3.0,1144
train,zone2_03881,1.0,263
train,zone2_01830,5.0,2089
train,zone1_00163,4.0,6624
train,zone2_04996,8.0,1948
train,zone1_01910,3.0,24105
train,zone1_01353,4.0,26386
train,zone2_04266,2.0,3040
train,zone2_01754,3.0,3063
train,zone2_02895,3.0,1758
train,zone2_03381,8.0,7475
train,zone1_00532,2.0,55778
train,zone2_01694,4.0,5598
train,zone2_01757,4.0,5765
train,zone2_05211,8.0,348
train,zone2_05048,9.0,319
train,zone2_03048,5.0,27843
train,zone2_01652,4.0,38448
train,zone2_04115,3.0,11910
train,zone1_02104,3.0,7727
train,zone2_05214,3.0,1498
train,zone2_02430,5.0,5301
train,zone2_02870,8.0,81959
train,zone2_01104,4.0,28162
train,zone1_01838,4.0,20234
train,zone2_00130,2.0,252
train,zone2_02690,3.0,27004
train,zone1_00804,5.0,88198
train,zone2_01318,3.0,3868
train,zone2_01431,7.0,8330
train,zone2_04280,3.0,9144
train,zone2_02201,4.0,143
train,zone2_02992,2.0,740
train,zone2_02099,8.0,15236
train,zone1_00831,2.0,14774
train,zone1_01029,3.0,5548
train,zone2_05325,3.0,19749
train,zone2_05333,8.0,1004
train,zone2_02601,4.0,34083
train,zone2_01058,1.0,3922
train,zone1_01706,14.0,64797
train,zone2_01672,3.0,27023
train,zone2_05256,14.0,55172
train,zone1_00192,3.0,3215
train,zone1_01178,11.0,81809
train,zone2_01530,3.0,2262
train,zone2_02861,13.0,401
train,zone2_04600,4.0,16444
train,zone1_02298,3.0,13506
train,zone2_00441,4.0,54335
train,zone2_01066,5.0,12771
train,zone2_00046,2.0,362
train,zone2_00632,3.0,12157
train,zone2_02590,5.0,2170
train,zone2_01139,18.0,38353
train,zone2_02818,3.0,16046
train,zone1_02216,2.0,4275
train,zone1_00835,3.0,109796
train,zone2_05077,5.0,11634
train,zone2_04423,3.0,18610
train,zone1_00599,3.0,86205
train,zone2_02856,5.0,2474
train,zone2_03570,4.0,23398
train,zone2_02379,3.0,8252
train,zone1_01093,3.0,38566
train,zone2_01140,3.0,27006
train,zone1_00231,3.0,15506
train,zone2_05339,7.0,1638
train,zone1_00595,2.0,1963
train,zone2_02271,4.0,49846
train,zone2_04357,3.0,2767
train,zone2_03123,6.0,2905
train,zone1_02141,6.0,98701
train,zone2_03803,3.0,35395
train,zone2_04400,4.0,3715
train,zone2_02756,2.0,1677
train,zone2_02883,3.0,61958
train,zone1_01709,15.0,35668
train,zone1_02337,4.0,6896
train,zone2_04074,4.0,13778
train,zone2_02912,3.0,29733
train,zone2_00211,3.0,199
train,zone2_04344,3.0,19641
train,zone2_01514,4.0,2822
train,zone1_01320,8.0,14087
train,zone1_02222,3.0,6841
train,zone1_02063,3.0,29388
train,zone1_00728,5.0,67171
train,zone1_00543,4.0,8919
train,zone2_02896,2.0,126
train,zone2_05307,3.0,33469
train,zone2_00079,1.0,351
train,zone2_01011,3.0,17546
train,zone2_00712,3.0,6744
train,zone1_00890,10.0,145440
train,zone2_04913,15.0,200
train,zone2_04221,3.0,28035
train,zone1_01285,3.0,9355
train,zone2_00432,3.0,6825
train,zone2_00854,4.0,15764
train,zone1_02098,8.0,5707
train,zone2_01709,4.0,42943
train,zone1_01690,2.0,25292
train,zone2_02659,2.0,5910
train,zone2_02720,2.0,4040
train,zone2_01354,3.0,40522
train,zone2_05285,8.0,1111
train,zone1_01404,3.0,11779
train,zone2_05138,5.0,4899
train,zone2_00502,3.0,2062
train,zone2_05249,14.0,14872
train,zone2_00381,2.0,6649
train,zone2_00681,2.0,2371
train,zone2_02593,3.0,278
train,zone2_03237,3.0,16680
train,zone2_01485,3.0,1121
train,zone2_00005,3.0,37668
train,zone2_05009,15.0,59778
train,zone1_01586,2.0,3102
train,zone2_03352,3.0,10800
train,zone1_00525,7.0,43861
train,zone2_02073,4.0,41481
train,zone2_03639,2.0,151
train,zone1_00725,13.0,76086
train,zone2_04736,4.0,9933
train,zone2_00291,5.0,12345
train,zone1_02396,6.0,14123
train,zone2_00270,2.0,1363
train,zone2_04832,4.0,77665
train,zone1_00198,3.0,67262
train,zone2_04887,5.0,34752
train,zone2_04973,3.0,1153
train,zone2_01220,4.0,30580
train,zone2_02341,6.0,21034
train,zone1_02065,4.0,41389
train,zone1_02413,2.0,22324
train,zone1_01873,3.0,66454
train,zone1_01845,3.0,11858
train,zone2_00434,3.0,4668
train,zone2_01840,2.0,7167
train,zone2_00116,4.0,10451
train,zone1_00190,2.0,498
train,zone2_00846,3.0,9135
train,zone1_00441,2.0,48953
train,zone2_02126,4.0,1824
train,zone2_00478,3.0,9821
train,zone1_01872,3.0,30706
train,zone1_00883,3.0,48546
train,zone2_00931,1.0,1741
train,zone2_01497,16.0,21275
train,zone1_00768,8.0,121000
train,zone2_04994,4.0,7879
train,zone2_01711,3.0,28569
train,zone1_01041,3.0,30369
train,zone1_00438,9.0,18213
train,zone2_01884,3.0,14542
train,zone1_00575,4.0,12261
train,zone2_04536,3.0,1505
train,zone2_02078,8.0,16474
train,zone2_03324,2.0,13475
train,zone2_01595,3.0,11083
train,zone2_01943,3.0,16834
train,zone1_02138,8.0,30882
train,zone1_02243,8.0,388
train,zone2_00909,3.0,189
train,zone2_00118,2.0,702
train,zone1_01454,3.0,3674
train,zone1_01398,4.0,3553
train,zone2_03629,9.0,33165
train,zone2_03422,5.0,16909
train,zone2_00564,3.0,25816
train,zone1_00467,3.0,12593
train,zone1_01853,2.0,33927
train,zone2_00206,2.0,2775
train,zone2_03167,4.0,23049
train,zone2_00602,2.0,6048
train,zone2_00061,3.0,13293
train,zone1_02294,8.0,885
train,zone2_01792,3.0,1757
train,zone1_01861,16.0,44616
train,zone2_05161,3.0,10145
train,zone2_04460,3.0,14700
train,zone2_04838,5.0,18395
train,zone2_02633,18.0,112830
train,zone2_04576,8.0,10908
train,zone2_01753,2.0,20905
train,zone2_02046,3.0,14962
train,zone1_02303,7.0,7426
train,zone1_02082,2.0,5291
train,zone1_01247,3.0,22117
train,zone2_02302,4.0,5830
train,zone2_03163,3.0,16128
train,zone2_03484,4.0,27894
train,zone2_02802,11.0,134316
train,zone1_00000,1.0,1525
train,zone2_02955,4.0,8967
train,zone2_03492,18.0,14886
train,zone1_00146,2.0,3525
train,zone2_05070,15.0,10410
train,zone2_02152,4.0,51370
train,zone2_00467,5.0,3364
train,zone1_00072,3.0,5318
train,zone2_03768,4.0,44718
train,zone2_03865,3.0,1112
train,zone2_01788,2.0,5588
train,zone2_01729,3.0,23724
train,zone1_01831,8.0,4133
train,zone2_04575,2.0,921
train,zone2_05122,3.0,28053
train,zone1_01835,8.0,2576
train,zone1_02347,2.0,548
train,zone2_00414,3.0,13630
train,zone2_00642,3.0,590
train,zone2_03778,15.0,21016
train,zone2_03994,3.0,4281
train,zone2_03014,13.0,39176
train,zone1_01550,8.0,3607
train,zone2_00257,4.0,13331
train,zone2_02313,3.0,402
train,zone2_05362,2.0,2482
train,zone1_02076,8.0,13227
train,zone1_00206,4.0,60183
train,zone1_01139,2.0,76828
train,zone2_01714,3.0,6771
train,zone1_00986,4.0,1532
train,zone2_03135,17.0,128616
train,zone2_00752,4.0,5154
train,zone2_04084,8.0,571
train,zone2_01826,3.0,34940
train,zone2_02755,8.0,294
train,zone1_01922,2.0,16082
train,zone2_01379,3.0,84685
train,zone2_02104,3.0,5700
train,zone2_00158,3.0,29044
train,zone1_00047,5.0,18254
train,zone2_03762,3.0,11084
train,zone2_02967,2.0,1833
train,zone2_00567,3.0,4789
train,zone2_01228,5.0,62919
train,zone1_01576,13.0,55180
train,zone2_00150,3.0,3325
train,zone2_00241,3.0,744
train,zone1_01416,2.0,32291
train,zone2_00619,2.0,938
train,zone2_04106,4.0,16343
train,zone2_01675,3.0,3056
train,zone2_04245,4.0,11521
train,zone1_00390,16.0,17949
train,zone2_02095,4.0,12185
train,zone2_02222,12.0,42876
